City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Blaubeuren,DE,48.4122,9.7843,58.73,79,10,7.02,clear sky
346,Clyde River,CA,70.4692,-68.5914,34.03,93,100,5.75,overcast clouds
347,Opelousas,US,30.5335,-92.0815,78.84,100,0,0.0,clear sky
348,Diamantino,BR,-14.4086,-56.4461,66.72,56,0,2.71,clear sky
349,Kaitangata,NZ,-46.2817,169.8464,48.24,95,100,18.88,light rain
350,Aksha,RU,50.2814,113.2867,68.11,49,100,8.16,overcast clouds
351,Visby,SE,57.6409,18.296,64.62,63,0,11.5,clear sky
352,Ambilobe,MG,-13.2,49.05,82.13,37,7,14.16,clear sky
353,Tacuati,PY,-23.45,-56.5833,67.66,49,18,3.38,few clouds
354,Norman Wells,CA,65.282,-126.8329,78.84,36,20,8.05,smoke
355,Saldanha,ZA,-33.0117,17.9442,42.85,89,35,6.93,scattered clouds
356,Paoay,PH,18.0616,120.5221,87.71,79,75,5.75,broken clouds
357,Maragogi,BR,-9.0122,-35.2225,73.92,86,18,9.89,few clouds
358,Ixtapa,MX,20.7,-105.2,81.23,84,100,1.01,overcast clouds
359,Alice Springs,AU,-23.7,133.8833,60.35,29,0,10.36,clear sky
360,Tura,IN,25.5198,90.2201,87.55,66,100,6.62,overcast clouds
361,Los Altos,US,37.3852,-122.1141,63.72,76,0,1.99,clear sky
362,Henties Bay,NA,-22.116,14.2845,68.58,45,0,9.4,clear sky
363,Wainwright,CA,52.839,-110.8572,59.25,96,99,10.98,moderate rain
364,Giyani,ZA,-23.3025,30.7187,65.23,65,0,2.37,clear sky
365,Coracora,PE,-15.0333,-73.7833,46.31,51,0,4.0,clear sky
366,La Tebaida,CO,4.4527,-75.7875,61.03,95,22,3.49,few clouds
367,Lakatoro,VU,-16.0999,167.4164,79.43,82,100,7.83,overcast clouds
368,Nalut,LY,30.3333,10.85,91.49,20,1,12.86,clear sky
369,Faya,SA,18.3851,42.4509,77.29,23,91,9.37,overcast clouds
370,Koygorodok,RU,60.445,50.9968,84.92,44,8,10.65,clear sky
371,Rawson,AR,-43.3002,-65.1023,43.7,66,93,13.89,overcast clouds
372,Cabo San Lucas,MX,22.8909,-109.9124,85.51,57,69,5.99,broken clouds
373,Sambava,MG,-14.2667,50.1667,75.27,66,8,17.78,light rain
374,Khatanga,RU,71.9667,102.5,58.51,29,95,8.57,overcast clouds
375,Nouadhibou,MR,20.931,-17.0347,68.56,86,5,15.88,clear sky
376,Kapuskasing,CA,49.4169,-82.4331,45.99,98,28,4.56,scattered clouds
377,Mamallapuram,IN,12.6264,80.1722,87.85,59,100,20.56,overcast clouds
378,Severo-Kurilsk,RU,50.6789,156.125,56.21,85,48,10.51,scattered clouds
379,Severnyy,RU,50.677,36.5532,82.44,42,0,6.71,clear sky
380,La Romana,DO,18.4273,-68.9728,74.8,91,3,5.68,clear sky
381,Tucuma,BR,-0.1833,-50.05,74.71,93,64,7.94,broken clouds
382,Lorengau,PG,-2.0226,147.2712,81.77,79,85,12.33,overcast clouds
383,Vilhena,BR,-12.7406,-60.1458,64.13,62,0,3.15,clear sky
384,Dryden,CA,49.7833,-92.7503,54.09,76,0,3.13,clear sky
385,Jacareacanga,BR,-6.2222,-57.7528,74.28,75,68,1.92,broken clouds
386,Kolchugino,RU,56.3,39.3833,69.19,62,34,5.91,scattered clouds
387,Kamien Pomorski,PL,53.9685,14.7726,62.96,80,100,19.01,overcast clouds
388,Topchanchi,IN,23.9,86.2,94.89,44,78,11.83,broken clouds
389,Fortuna,US,40.5982,-124.1573,59.67,91,100,3.2,overcast clouds
390,Adrar,MR,20.5022,-10.0711,89.13,33,6,11.9,clear sky
391,Shenjiamen,CN,29.9576,122.298,82.47,84,86,8.21,overcast clouds
392,Tessalit,ML,20.1986,1.0114,91.56,11,1,12.46,clear sky
393,Ita,PY,-25.4833,-57.35,71.62,53,72,4.97,broken clouds
394,Klaksvik,FO,62.2266,-6.589,50.92,86,100,29.08,overcast clouds
395,Krasnyy Chikoy,RU,50.3643,108.7512,73.71,42,75,8.32,broken clouds
396,Lata,PT,40.1629,-8.3327,75.07,40,0,5.19,clear sky
397,Waingapu,ID,-9.6567,120.2641,81.07,61,50,10.65,scattered clouds
398,Banda Aceh,ID,5.5577,95.3222,87.94,62,100,18.45,overcast clouds
399,Ponta Delgada,PT,37.7333,-25.6667,66.51,77,75,8.05,broken clouds
400,Taoudenni,ML,22.6783,-3.9836,97.99,14,9,4.36,clear sky
401,Half Moon Bay,US,37.4636,-122.4286,62.51,82,0,11.5,clear sky
402,Zhigansk,RU,66.7697,123.3711,57.33,56,100,28.5,overcast clouds
403,Kruisfontein,ZA,-34.0033,24.7314,55.87,49,8,3.8,clear sky
404,Torrington,US,41.8007,-73.1212,64.76,96,65,2.89,broken clouds
405,Maraa,BR,-1.8333,-65.3667,71.58,98,83,2.68,broken clouds
406,Sakaiminato,JP,35.55,133.2333,76.28,92,100,7.16,overcast clouds
407,Banjar,ID,-8.19,114.9675,83.5,49,97,2.37,overcast clouds
408,Punta Alta,AR,-38.8759,-62.0736,43.92,50,5,10.0,clear sky
409,Lima,PE,-12.0432,-77.0282,59.9,83,20,2.3,few clouds
410,Smithers,CA,54.7804,-127.1743,51.4,96,97,3.58,overcast clouds
411,Kozhva,RU,65.1073,57.0459,85.17,39,66,14.45,broken clouds
412,Semey,KZ,50.4111,80.2275,80.82,29,40,11.18,scattered clouds
413,Lac-Megantic,CA,45.5834,-70.8823,52.25,95,63,3.51,broken clouds
414,Preobrazheniye,RU,42.9019,133.9064,66.72,96,100,8.12,light rain
415,Poum,NC,-20.2333,164.0167,77.32,84,0,12.8,clear sky
416,Deputatskiy,RU,69.3,139.9,44.42,98,100,4.16,light rain
417,Eskisehir,TR,39.7767,30.5206,70.11,60,0,6.26,clear sky
418,Lazarev,RU,52.225,141.5131,56.32,96,100,23.47,overcast clouds
419,Khorixas,NA,-20.3667,14.9667,67.19,27,0,15.84,clear sky
420,Puerto Escondido,MX,15.85,-97.0667,78.21,86,81,4.5,broken clouds
421,Aripuana,BR,-9.1667,-60.6333,69.82,66,6,1.74,clear sky
422,Manokwari,ID,-0.8667,134.0833,80.98,81,98,5.64,overcast clouds
423,Bairiki,KI,1.3292,172.9752,80.04,83,88,14.47,moderate rain
424,Buin,CL,-33.7333,-70.75,55.44,55,100,3.42,overcast clouds
425,Daru,PG,-9.0763,143.2092,78.69,89,78,15.66,broken clouds
426,Mapiripan,CO,2.8892,-72.1256,72.3,96,100,1.45,light rain
427,Kralendijk,BQ,12.15,-68.2667,80.06,84,12,24.27,few clouds
428,Katobu,ID,-4.9408,122.5276,79.0,88,87,3.36,light rain
429,Culaman,PH,5.9603,125.6586,81.64,78,100,6.42,overcast clouds
430,Ayan,RU,56.45,138.1667,61.29,84,100,1.92,overcast clouds
431,Xinmin,CN,41.9908,122.8253,85.78,67,16,10.07,few clouds
432,Bontang,ID,0.1333,117.5,83.95,75,99,6.22,overcast clouds
433,San Julian,MX,21.0167,-102.1667,58.77,85,100,4.36,overcast clouds
434,Prince Rupert,CA,54.3161,-130.3201,55.49,88,100,0.0,overcast clouds
435,Pakxan,LA,18.3778,103.6601,81.39,85,100,0.49,light rain
436,Gafanha Da Encarnacao,PT,40.6181,-8.733,78.06,43,0,4.92,clear sky
437,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,88,40,13.8,scattered clouds
438,Kupang,ID,-10.1667,123.5833,78.89,74,100,14.85,overcast clouds
439,Matara,LK,5.9485,80.5353,86.7,65,99,17.52,overcast clouds
440,Muromtsevo,RU,56.3724,75.2418,73.62,59,65,6.87,broken clouds
441,Shimizu,JP,43.0061,142.8847,68.76,94,99,6.46,overcast clouds
442,Elizabeth City,US,36.2946,-76.2511,78.01,95,100,9.22,overcast clouds
443,Neijiang,CN,29.5835,105.0622,93.54,56,0,4.38,clear sky
444,Stornoway,GB,58.2093,-6.3865,57.16,93,75,9.22,broken clouds
445,Itambe,BR,-15.245,-40.6244,61.9,98,38,1.39,scattered clouds
446,Biak,ID,-0.9131,122.8766,79.14,81,93,5.41,overcast clouds
447,Iracoubo,GF,5.4802,-53.2011,76.62,89,36,7.23,scattered clouds
448,Grants Pass,US,42.439,-123.3284,64.99,80,0,5.75,clear sky
449,Baraboo,US,43.4711,-89.7443,72.99,89,0,0.0,clear sky
450,Ugoofaaru,MV,5.6667,73.0,82.9,77,95,16.98,overcast clouds
451,Bambari,CF,5.768,20.6757,75.02,87,99,2.8,overcast clouds
452,Mount Gambier,AU,-37.8333,140.7667,50.22,58,85,9.71,overcast clouds
453,La Asuncion,VE,11.0333,-63.8628,78.53,94,0,16.11,clear sky
454,Paris,FR,48.8534,2.3488,64.08,71,0,9.22,clear sky
455,Benjamin Constant,BR,-4.3831,-70.0311,70.75,99,36,0.51,scattered clouds
456,Port Hardy,CA,50.6996,-127.4199,55.98,90,100,4.32,overcast clouds
457,Noumea,NC,-22.2763,166.4572,78.78,82,0,4.21,clear sky
458,Batagay,RU,67.6333,134.6333,47.12,93,100,10.4,overcast clouds
459,Zhumadian,CN,32.9794,114.0294,93.76,56,39,11.43,scattered clouds
460,Skovorodino,RU,53.9833,123.9167,56.5,96,100,8.14,light rain
461,Lompoc,US,34.6391,-120.4579,58.51,86,100,8.01,overcast clouds
462,Huaiyuan,CN,32.973,117.1995,91.96,62,100,5.61,overcast clouds
463,Mastic Beach,US,40.7668,-72.8521,66.4,94,0,0.0,clear sky
464,Mandalgovi,MN,45.7625,106.2708,72.14,28,6,13.89,clear sky
465,Iberia,US,29.9502,-91.7507,81.05,89,0,0.0,clear sky
466,Kyshtovka,RU,56.555,76.6271,71.94,67,93,7.63,overcast clouds
467,Huarmey,PE,-10.0681,-78.1522,61.48,86,0,6.89,clear sky
468,Sisimiut,GL,66.9395,-53.6735,42.53,86,97,3.65,overcast clouds
469,Berlevag,NO,70.8578,29.0864,55.2,87,100,3.44,light rain
470,Danilov,RU,58.1908,40.1717,69.4,57,0,5.39,clear sky
471,Caxito,AO,-8.5785,13.6643,69.66,82,35,2.24,scattered clouds
472,Ndele,CF,8.4109,20.6473,72.88,93,100,3.94,light rain
473,Blind River,CA,46.1834,-82.9582,56.79,87,36,7.81,scattered clouds
474,Lithgow,AU,-33.4833,150.15,39.0,79,100,13.18,overcast clouds
475,San-Pedro,CI,4.7485,-6.6363,75.02,89,100,5.39,light rain
476,Inhambane,MZ,-23.865,35.3833,71.02,65,0,6.4,clear sky
477,Saint-Augustin,CA,51.226,-58.6502,47.71,78,80,3.24,broken clouds
478,Kununurra,AU,-15.7667,128.7333,80.58,18,16,10.36,few clouds
479,Chik,RU,54.9928,82.4311,76.75,50,40,8.95,scattered clouds
480,San Rafael,AR,-34.6177,-68.3301,40.15,45,100,1.23,overcast clouds
481,Yatou,CN,37.15,122.3833,86.41,52,0,2.42,clear sky
482,Tygda,RU,53.1167,126.3333,74.82,62,100,5.75,light rain
483,Tabou,CI,4.423,-7.3528,75.29,87,100,7.02,light rain
484,Ushtobe,KZ,45.2514,77.9838,85.26,22,0,12.5,clear sky
485,Santa Cruz Del Sur,CU,20.7147,-77.9956,77.02,87,16,7.29,few clouds
486,Miri,MY,4.4148,114.0089,86.43,66,96,10.36,light rain
487,Maningrida,AU,-12.0667,134.2667,84.27,32,100,5.17,overcast clouds
488,Maneadero,MX,31.7167,-116.5667,63.68,89,7,2.59,clear sky
489,Chicama,PE,-7.8447,-79.1469,57.74,85,5,4.99,clear sky
490,Sisophon,KH,13.5859,102.9737,91.06,54,100,10.89,overcast clouds
491,Ivanivka,UA,46.7208,34.553,87.75,23,37,11.1,scattered clouds
492,Isangel,VU,-19.55,169.2667,77.04,87,89,6.98,overcast clouds
493,Gumdag,TM,39.2061,54.5906,92.73,16,6,17.05,clear sky
494,Gunjur,GM,13.2019,-16.7339,79.29,83,63,6.91,broken clouds
495,Muyezerskiy,RU,63.9333,31.65,62.26,50,12,14.76,few clouds
496,Yerbogachen,RU,61.2767,108.0108,65.82,59,100,3.38,overcast clouds
497,Northam,GB,51.0333,-4.2167,67.39,93,9,1.83,clear sky
498,Jaen,ES,38.0,-3.5,79.16,30,0,1.54,clear sky
499,Tsabong,BW,-26.0217,22.401,56.79,28,0,11.01,clear sky
500,San Andres,CO,12.5847,-81.7006,81.52,83,59,17.69,broken clouds
501,Roura,GF,4.7263,-52.3274,75.96,94,43,3.44,scattered clouds
502,Bismarck,US,46.8083,-100.7837,66.04,90,75,6.91,broken clouds
503,Kirakira,SB,-10.4544,161.9205,80.29,80,19,5.82,few clouds
504,Sao Joao Da Ponte,BR,-15.9292,-44.0078,58.75,68,0,3.89,clear sky
505,Monrovia,LR,6.3005,-10.7969,74.97,82,100,6.67,overcast clouds
506,Yushu,CN,44.8,126.5333,83.25,65,11,10.42,few clouds
507,Kouroussa,GN,10.65,-9.8833,71.65,91,99,7.4,overcast clouds
508,San Ramon,US,37.7799,-121.978,62.73,83,0,5.99,clear sky
509,Ayagoz,KZ,47.9714,80.4392,80.91,22,25,15.17,scattered clouds
510,Nipawin,CA,53.3668,-104.0009,54.7,89,17,6.46,few clouds
511,Krasnoselkup,RU,65.7,82.4667,73.31,56,100,12.71,overcast clouds
512,Urdoma,RU,61.7533,48.5442,79.75,54,2,10.33,clear sky
513,Port Hedland,AU,-20.3167,118.5667,82.45,9,0,11.5,clear sky
514,Awjilah,LY,29.1081,21.2869,87.04,34,0,10.16,clear sky
515,Madona,LV,56.8533,26.217,65.44,55,100,6.44,overcast clouds
516,Mount Pleasant,US,32.7941,-79.8626,80.6,84,75,4.61,broken clouds
517,Istok,XK,42.7808,20.4875,70.86,48,100,3.27,overcast clouds
518,Coruripe,BR,-10.1256,-36.1756,72.68,89,49,9.75,scattered clouds
519,Jalingo,NG,8.8833,11.3667,79.05,76,100,4.61,overcast clouds
520,Misratah,LY,32.3754,15.0925,85.19,52,5,4.88,clear sky
521,Kysyl-Syr,RU,63.8986,122.7617,66.24,50,72,10.54,broken clouds
522,Nassau,US,40.7507,-73.5829,70.88,81,0,3.44,clear sky
523,Lagoa,PT,39.05,-27.9833,65.89,78,100,14.88,overcast clouds
524,Esmeraldas,BR,-19.7625,-44.3139,56.26,69,0,3.44,clear sky
525,Rodrigues Alves,BR,-7.738,-72.6509,71.24,99,62,2.84,broken clouds
526,Yarmouth,US,41.7057,-70.2286,66.31,80,0,0.0,clear sky
527,Okhotsk,RU,59.3833,143.3,60.84,89,77,8.52,broken clouds
528,Bonavista,CA,48.6499,-53.1147,50.79,90,100,19.17,overcast clouds
529,Leshukonskoye,RU,64.8989,45.7622,67.23,65,93,11.45,overcast clouds
530,Monforte De Lemos,ES,42.5216,-7.5142,70.57,67,0,1.41,clear sky
531,Colares,PT,38.7992,-9.4469,83.39,21,0,8.05,clear sky
532,Russell,US,32.3502,-85.1999,81.01,77,57,2.51,broken clouds
533,Ingolstadt,DE,48.7667,11.4333,58.32,72,75,9.22,broken clouds
534,Nara,JP,34.6851,135.8049,87.91,46,100,7.78,overcast clouds
535,Ulladulla,AU,-35.35,150.4667,54.5,55,97,12.41,overcast clouds
536,Bartlesville,US,36.7473,-95.9808,87.75,55,0,6.91,clear sky
537,Domoni,KM,-12.2569,44.5319,77.0,66,47,15.5,scattered clouds
538,Fulton,US,33.7668,-84.4499,78.91,81,0,5.75,clear sky
539,Beringovskiy,RU,63.05,179.3167,49.28,88,44,10.04,scattered clouds
540,Hami,CN,42.8,93.45,94.24,10,100,10.67,overcast clouds
541,Muisne,EC,0.6,-80.0333,74.03,89,99,7.76,overcast clouds
542,Jimma,ET,7.6667,36.8333,61.34,96,100,1.01,light rain
543,Mareeba,AU,-17.0,145.4333,71.44,72,1,4.52,clear sky
544,Talara,PE,-4.5772,-81.2719,63.5,83,10,15.43,clear sky
545,Seymchan,RU,62.8833,152.4333,87.91,41,93,23.35,overcast clouds
546,Qandala,SO,11.472,49.8728,90.28,50,44,0.87,scattered clouds
547,Ocampo,MX,21.65,-101.5,57.65,83,100,7.25,overcast clouds
548,Houma,US,29.5958,-90.7195,79.0,93,0,0.0,clear sky
549,Dedza,MW,-14.3779,34.3332,58.96,63,16,7.58,few clouds
550,High Prairie,CA,55.4334,-116.4858,56.79,92,99,1.81,overcast clouds
551,Tevriz,RU,57.509,72.4042,80.26,37,5,2.64,clear sky
552,Carbondale,US,37.7273,-89.2168,80.02,86,0,4.61,clear sky
553,The Valley,AI,18.217,-63.0578,79.11,75,25,22.64,scattered clouds
554,Galeras,CO,9.161,-75.0481,75.36,95,100,5.37,overcast clouds
555,Casimiro Castillo,MX,19.6,-104.4333,74.28,98,100,0.89,overcast clouds
556,Makushino,RU,55.2103,67.2442,75.33,51,0,10.54,clear sky
557,Riyadh,SA,24.6877,46.7219,102.29,8,100,15.84,overcast clouds
558,Pangai,TO,-19.8,-174.35,75.9,64,51,18.63,broken clouds
559,Havelock,US,34.8791,-76.9013,81.95,94,36,8.01,moderate rain
560,Merauke,ID,-8.4667,140.3333,79.47,86,100,15.73,overcast clouds
561,Treinta Y Tres,UY,-33.2333,-54.3833,40.73,53,0,2.33,clear sky
562,Bonaventure,CA,48.0457,-65.4926,57.18,67,100,2.26,overcast clouds
563,Baykit,RU,61.67,96.37,73.65,32,74,8.32,broken clouds
564,Nouakchott,MR,18.0858,-15.9785,75.13,92,6,14.23,clear sky
565,Aswan,EG,24.0934,32.907,94.71,11,61,12.19,broken clouds
566,Horta,PT,38.5333,-28.6333,64.04,88,40,10.36,light intensity shower rain
567,Zhezkazgan,KZ,47.8043,67.7144,73.38,40,75,20.13,broken clouds
568,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.44,86,100,6.26,overcast clouds
569,Alexandria,EG,31.2156,29.9553,80.38,68,0,14.76,clear sky
570,Dzhebariki-Khaya,RU,62.2167,135.8,59.4,80,100,13.78,light rain
571,Atchison,US,39.563,-95.1216,77.58,91,91,4.54,light rain
572,Baoqing,CN,46.3317,132.2111,70.52,91,100,14.79,overcast clouds
573,Okha,RU,53.5739,142.9478,77.38,70,98,2.66,overcast clouds
574,Mazatlan,MX,23.2167,-106.4167,82.02,84,75,3.44,broken clouds
575,Staryy Nadym,RU,65.6118,72.6842,79.56,48,87,8.99,overcast clouds
576,Kaupanger,NO,61.1845,7.2404,57.69,82,40,4.61,scattered clouds
577,Yablonovo,RU,50.8523,37.3574,79.14,43,6,5.68,clear sky
578,Ahipara,NZ,-35.1667,173.1667,62.47,90,4,15.43,clear sky
579,Grand Gaube,MU,-20.0064,57.6608,74.37,60,2,11.01,clear sky
580,Pasni,PK,25.2631,63.471,84.0,80,100,9.98,overcast clouds
581,Yelizovo,RU,53.1873,158.3805,75.34,57,0,8.99,clear sky
582,Nyrob,RU,60.733,56.7202,81.5,51,100,8.01,overcast clouds
583,Keflavik,IS,64.0049,-22.5624,48.63,93,100,18.41,overcast clouds
584,Manga,BF,11.6636,-1.0731,75.85,70,100,7.94,overcast clouds
585,General Pico,AR,-35.6566,-63.7568,38.48,35,0,9.66,clear sky
586,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,56.82,70,68,4.45,broken clouds
587,Bolshaya Glushitsa,RU,50.2406,43.5908,83.28,34,0,6.24,clear sky
588,Lagos,NG,6.5833,3.75,76.68,91,100,3.51,light rain
589,Kendari,ID,-3.945,122.4989,76.69,92,100,1.28,light rain
590,Bambanglipuro,ID,-7.95,110.2833,81.05,68,34,12.28,scattered clouds
591,Dehloran,IR,32.6941,47.2679,107.42,9,0,3.89,clear sky
592,Kirkwall,GB,58.9848,-2.9587,55.45,94,100,16.11,drizzle
593,Nova Vodolaha,UA,49.7185,35.8708,83.8,32,13,7.76,few clouds
594,San Rafael Del Sur,NI,11.8485,-86.4384,76.84,81,92,11.23,overcast clouds
595,Qaqortoq,GL,60.7167,-46.0333,43.52,92,99,0.96,overcast clouds
596,Synya,RU,65.3718,58.0387,80.74,45,84,12.53,broken clouds
597,Vao,NC,-22.6667,167.4833,74.25,89,0,8.25,clear sky
598,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.95,99,94,2.01,overcast clouds
599,Ludvika,SE,60.1496,15.1878,55.6,85,100,3.44,light rain
600,Umm Kaddadah,SD,13.6017,26.6876,83.77,54,42,16.42,light rain
601,Mayo,US,38.8876,-76.5119,73.38,91,0,4.61,clear sky
602,Kargasok,RU,59.0556,80.8572,76.55,42,48,8.66,scattered clouds
603,Kamenka,RU,51.3223,42.7678,78.87,41,100,4.85,overcast clouds
604,Tiarei,PF,-17.5333,-149.3333,77.0,73,10,5.03,light rain
605,Coari,BR,-4.085,-63.1414,74.14,87,49,2.93,scattered clouds
606,Gorontalo,ID,0.5412,123.0595,78.69,91,100,2.98,light rain
607,Andenes,NO,69.3143,16.1194,48.92,87,75,19.57,broken clouds
608,Calvinia,ZA,-31.4707,19.776,49.39,42,0,9.19,clear sky
609,Muzhi,RU,65.3667,64.6667,84.83,39,13,13.22,few clouds
610,Asosa,ET,10.0667,34.5333,61.39,94,100,1.74,light rain
611,Mackay,AU,-21.15,149.2,66.69,67,0,10.47,clear sky
612,Ballina,AU,-28.8667,153.5667,59.29,54,0,2.37,clear sky
613,Meadow Lake,US,34.8014,-106.5436,79.12,22,1,4.56,clear sky
614,Moindou,NC,-21.6924,165.677,76.21,80,10,3.85,clear sky
615,Nishihara,JP,26.1842,127.7558,87.85,79,75,11.5,broken clouds
616,Bolu,TR,40.6667,31.5833,71.37,59,0,4.03,clear sky
617,Ciudad Bolivar,VE,8.1222,-63.5497,74.46,90,100,6.31,overcast clouds
618,Kendal,GB,54.3268,-2.7476,59.83,96,83,1.01,broken clouds
619,Sortland,NO,68.6949,15.4162,53.1,87,100,11.77,overcast clouds
620,Egvekinot,RU,66.3167,-179.1667,49.64,72,53,4.25,broken clouds
621,Rovinj,HR,45.08,13.64,75.02,51,36,7.47,scattered clouds
622,Champerico,GT,14.3,-91.9167,79.38,82,15,5.46,few clouds
623,Acarau,BR,-2.8856,-40.12,73.74,90,65,11.16,broken clouds
624,Darhan,MN,49.4867,105.9228,73.78,42,100,3.83,overcast clouds
625,Green River,US,41.5286,-109.4662,72.0,34,23,3.33,few clouds
626,Gainesville,US,29.6516,-82.3248,77.11,88,0,4.61,clear sky
627,Goundam,ML,16.4145,-3.6708,91.22,40,57,13.38,broken clouds
628,Kutum,SD,14.2,24.6667,80.49,47,12,7.29,few clouds
629,Avram Iancu,RO,46.3833,22.7833,69.24,40,58,0.49,broken clouds
630,Tarko-Sale,RU,64.9225,77.785,78.6,49,100,9.13,overcast clouds
631,Langsa,ID,4.4683,97.9683,91.2,53,97,6.64,overcast clouds
632,Evensk,RU,61.95,159.2333,48.25,97,100,6.35,overcast clouds
633,Mayumba,GA,-3.432,10.6554,71.74,87,100,5.66,overcast clouds
634,Yingcheng,CN,30.95,113.55,89.69,71,52,11.07,broken clouds
635,Den Helder,NL,52.9599,4.7593,63.97,78,100,13.0,overcast clouds
636,Guangshui,CN,31.6199,113.9978,87.91,73,91,10.47,overcast clouds
637,Iquique,CL,-20.2208,-70.1431,59.04,87,94,5.66,overcast clouds
638,Canico,PT,32.6333,-16.85,67.71,77,20,0.0,few clouds
639,Aliaga,PH,15.5167,120.8667,90.9,74,99,5.41,overcast clouds
640,Irituia,BR,-1.7711,-47.4381,70.57,99,100,2.71,overcast clouds
641,Ermelo,ZA,-26.5333,29.9833,51.37,40,0,1.45,clear sky
642,Aksarka,RU,66.5606,67.7975,80.04,49,100,9.6,overcast clouds
643,Samarai,PG,-10.6167,150.6667,82.04,78,18,11.25,few clouds
644,Varadero,CU,23.1536,-81.2514,74.16,79,10,11.34,clear sky
645,Makariv,UA,50.4641,29.8113,69.19,54,75,9.4,broken clouds
646,Gizo,SB,-8.103,156.8419,83.61,69,100,4.56,overcast clouds
647,Plouzane,FR,48.3833,-4.6167,59.32,97,0,8.05,clear sky
648,Ouallam,NE,14.3188,2.0866,88.09,50,8,10.0,clear sky
649,Bubaque,GW,11.2833,-15.8333,80.17,81,100,9.91,light rain
650,Beloha,MG,-25.1667,45.05,72.55,45,0,10.98,clear sky
651,Nandurbar,IN,21.3667,74.25,82.65,74,100,20.69,overcast clouds
652,Dovbysh,UA,50.3733,27.9874,69.15,54,15,6.06,few clouds
653,Jalu,LY,29.0331,21.5482,86.95,33,0,9.95,clear sky
654,Phuket,TH,8.0,98.25,89.1,74,75,11.5,moderate rain
655,Antipino,RU,57.1068,65.7576,80.55,46,42,3.47,scattered clouds
656,Sorong,ID,-0.8833,131.25,80.46,85,100,9.46,moderate rain
657,Kismayo,SO,-0.3582,42.5454,79.2,68,17,21.14,few clouds
658,Sorland,NO,67.667,12.6934,49.86,88,100,15.1,overcast clouds
659,Vila Velha,BR,-20.3297,-40.2925,67.95,91,0,0.0,clear sky
660,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.44,73,6,1.66,clear sky
661,Idah,NG,7.1065,6.7342,75.13,94,100,3.91,overcast clouds
662,Mecca,SA,21.4267,39.8261,97.41,17,22,11.95,few clouds
663,Makurdi,NG,7.7411,8.5121,76.14,92,96,8.39,overcast clouds
664,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,62.62,50,35,2.71,scattered clouds
665,Kaabong,UG,3.4836,34.1492,66.54,77,99,7.54,light rain
666,Borogontsy,RU,62.6683,131.1683,53.15,94,100,16.64,light rain
667,Kil,SE,59.5072,13.314,62.49,63,0,4.61,clear sky
668,Tema,GH,5.667,-0.0166,76.66,84,98,11.88,overcast clouds
669,Boca Do Acre,BR,-8.7522,-67.3978,73.06,84,6,1.63,clear sky
670,Mbanza-Ngungu,CD,-5.25,14.8667,67.77,76,100,6.98,overcast clouds
671,Margate,GB,51.3813,1.3862,66.69,73,5,3.0,clear sky
672,Dauphin,CA,51.1494,-100.0502,53.92,89,0,4.97,clear sky
673,Encrucijada,CU,22.6169,-79.8711,75.76,94,40,3.44,scattered clouds
674,Mezinovskiy,RU,55.5042,40.3593,70.52,76,66,6.08,light rain
675,Mamakan,RU,57.8161,114.0028,75.47,53,82,2.06,broken clouds
676,La Ronge,CA,55.1001,-105.2842,55.36,75,97,5.97,overcast clouds
677,Tual,ID,-5.6667,132.75,79.52,75,100,19.06,overcast clouds
678,Barra Dos Coqueiros,BR,-10.9089,-37.0386,73.42,94,100,3.44,overcast clouds
679,Saint-Leu,RE,-21.15,55.2833,74.23,64,32,11.97,scattered clouds
680,Impfondo,CG,1.6381,18.0667,81.34,63,36,2.06,scattered clouds
